GENE ID	GENE ALIASES	START	END	FUNCTIONAL ROLES	SUBSYSTEMS	SUBSYSTEM CLASS	REACTIONS
peg.2609	"yqbL,Bsu2602,NP_390484.1,gi|16079660,GeneID:937741"	2678858	2678858	Phage-like element PBSX protein xkdK			
peg.2610	"yqbK,Bsu2603,NP_390485.1,gi|16079661,GeneID:937738"	2679340	2679340	Phage-like element PBSX protein xkdK			
peg.2611	"yqbJ,Bsu2604,NP_390486.1,gi|16079662,GeneID:937746"	2680446	2680446	Phage-like element PBSX protein xkdJ			
peg.2612	"yqbI,Bsu2605,NP_390487.1,gi|16079663,GeneID:937737"	2680896	2680896	Phage-like element PBSX protein xkdI			
peg.2613	"yqbH,Bsu2606,NP_390488.1,gi|16079664,GeneID:937727"	2681396	2681396	Phage-like element PBSX protein xkdH			
peg.2614	"yqbG,Bsu2607,NP_390489.1,gi|16079665,GeneID:937739"	2681755	2681755				
peg.2615	"yqbF,Bsu2608,NP_390490.1,gi|16079666,GeneID:937735"	2682154	2682154				
peg.2616	"yqbE,Bsu2609,NP_390491.1,gi|16079667,GeneID:937722"	2682476	2682476	Phage-like element PBSX protein xkdG			
peg.2617	"yqbD,Bsu2610,NP_390492.1,gi|16079668,GeneID:937736"	2683430	2683430	Phage-like element PBSX protein xkdF			
peg.2618	"yqbC,Bsu2611,NP_390493.1,gi|16079669,GeneID:937712"	2684431	2684431				
peg.2619	"yqbB,Bsu2612,NP_390494.1,gi|16079670,GeneID:937723"	2685125	2685125				
peg.2620	"yqbA,Bsu2613,NP_390495.1,gi|16079671,GeneID:937707"	2686039	2686039	Phage-like element PBSX protein xkdE			
peg.2621	"yqaT,Bsu2614,NP_390496.1,gi|16079672,GeneID:937721"	2687575	2687575	Terminase large subunit			
peg.2622	"yqaS,Bsu2615,NP_390497.1,gi|16079673,GeneID:937704"	2688863	2688863	some similarities to phage-related terminase small subunit homolog yqaS			
peg.2623	"yqaR,Bsu2616,NP_390498.1,gi|16079674,GeneID:937703"	2689650	2689650				
peg.2624	"yqaQ,Bsu2617,NP_390499.1,gi|16079675,GeneID:937693"	2690258	2690258				
peg.2625	"yqaP,Bsu2618,NP_390500.1,gi|16079676,GeneID:937705"	2690911	2690911				
peg.2626	"yqaO,Bsu2619,NP_390501.1,gi|16079677,GeneID:937706"	2691914	2691914				
peg.2627	"yqaN,Bsu2620,NP_390502.1,gi|16079678,GeneID:937694"	2692202	2692202				
peg.2628	"yqaM,Bsu2621,NP_390503.1,gi|16079679,GeneID:937685"	2692866	2692866	DNA replication protein dnaC	DNA-replication	DNA Metabolism	
peg.2629	"yqaL,Bsu2622,NP_390504.1,gi|16079680,GeneID:937695"	2693689	2693689				
peg.2630	"yqaK,Bsu2623,NP_390505.1,gi|16079681,GeneID:937691"	2694442	2694442	Recombinational DNA repair protein RecT (prophage associated)	"DNA_repair,_bacterial|Listeria_phi-A118-like_prophages"	DNA Metabolism|Virulence	
peg.2631	"yqaJ,Bsu2624,NP_390506.1,gi|16079682,GeneID:937681"	2695299	2695299	phage-related protein			
peg.2632	"yqaI,Bsu2625,NP_390507.1,gi|16079683,GeneID:937680"	2696364	2696364				
peg.2633	"yqaH,Bsu2626,NP_390508.1,gi|16079684,GeneID:937692"	2696688	2696688				
peg.2634	"yqaG,Bsu2627,NP_390509.1,gi|16079685,GeneID:937671"	2696942	2696942				
peg.2635	"yqdA,Bsu2628,NP_390510.1,gi|16079686,GeneID:937682"	2697585	2697585	alternate gene name: yqcS			
peg.2636	"yqaF,Bsu2629,NP_390511.1,gi|16079687,GeneID:937684"	2697755	2697755	Repressor (cro-like) [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Virulence	
peg.2637	"yqaE,Bsu2630,NP_390512.1,gi|16079688,GeneID:937672"	2698162	2698162	Putative HTH-type transcriptional regulator yqaE			
peg.2638	"yqaD,Bsu2631,NP_390513.1,gi|16079689,GeneID:937674"	2698779	2698779				
peg.2639	"yqaC,Bsu2632,NP_390514.1,gi|16079690,GeneID:937669"	2699302	2699302				
peg.2640	"yqaB,Bsu2633,NP_390515.1,gi|16079691,GeneID:937668"	2700107	2700107	Phage-like element PBSX protein xkdA			
peg.2641	"spoIIIC,Bsu2634,NP_390516.1,gi|16079692,GeneID:937666"	2700607	2700607	RNA polymerase sporulation specific sigma factor SigK	"Transcription_initiation,_bacterial_sigma_factors"	RNA Metabolism	
peg.2642	"yrkS,Bsu2635,NP_390517.1,gi|16079693,GeneID:937670"	2701248	2701248				
peg.2643	"yrkR,Bsu2636,NP_390518.1,gi|16079694,GeneID:937665"	2701957	2701957	PsiE protein homolog			
peg.2644	"yrkQ,Bsu2637,NP_390519.1,gi|16079695,GeneID:937662"	2702419	2702419	sensory transduction protein kinase			
peg.2645	"yrkP,Bsu2638,NP_390520.1,gi|16079696,GeneID:937663"	2703704	2703704	DNA-binding response regulator			
peg.2646	"yrkO,Bsu2639,NP_390521.1,gi|16079697,GeneID:937667"	2704667	2704667	"membrane protein, putative"			
peg.2647	"yrkN,Bsu2640,NP_390522.1,gi|16079698,GeneID:937664"	2706396	2706396				
peg.2648	"yrkM,Bsu2641,NP_390523.1,gi|16079699,GeneID:937660"	2707032	2707032				
peg.2649	"yrkL,Bsu2642,NP_390524.1,gi|16079700,GeneID:937658"	2707444	2707444	Glutathione-regulated potassium-efflux system ancillary protein KefF			
peg.2650	"yrkK,Bsu2643,NP_390525.1,gi|16079701,GeneID:937659"	2708212	2708212				
peg.2651	"yrkJ,Bsu2644,NP_390526.1,gi|16079702,GeneID:937654"	2709271	2709271				
peg.2652	"yrkI,Bsu2645,NP_390527.1,gi|16079703,GeneID:937657"	2710117	2710117	Molybdopterin biosynthesis MoeB protein			
peg.2653	"yrkH,Bsu2646,NP_390528.1,gi|16079704,GeneID:937656"	2710378	2710378	metallo-beta-lactamase family protein			
peg.2654	"yrkG,Bsu2647,NP_390529.1,gi|16079705,GeneID:937649"	2711394	2711394				
peg.2655	"yrkF,Bsu2648,NP_390530.1,gi|16079706,GeneID:937647"	2711846	2711846	rhodanese domain protein			
peg.2656	"yrkE,Bsu2649,NP_390531.1,gi|16079707,GeneID:937651"	2712589	2712589				
peg.2657	"yrkD,Bsu2650,NP_390532.1,gi|16079708,GeneID:937650"	2713218	2713218				
peg.2658	"yrkC,Bsu2651,NP_390533.1,gi|16079709,GeneID:937645"	2714202	2714202	Mannose-6-phosphate isomerase			
peg.2659	"yrkB,Bsu2652,NP_390534.1,gi|16079710,GeneID:937648"	2714988	2714988				
peg.2660	"bltR,Bsu2653,NP_390535.1,gi|16079711,GeneID:937644"	2715304	2715304	regulation of the bltD operon			
peg.2661	"blt,Bsu2654,NP_390536.1,gi|16079712,GeneID:937646"	2716242	2716242	multidrug-efflux transporter			
peg.2662	"bltD,Bsu2655,NP_390537.1,gi|16079713,GeneID:937632"	2717613	2717613	spermine/spermidine acetyltransferase			rxn09264|rxn09949
peg.2663	"yrkA,Bsu2656,NP_390538.1,gi|16079714,GeneID:937634"	2718228	2718228	Hemolysins and related proteins containing CBS domains			
peg.2664	"yrdR,Bsu2657,NP_390539.1,gi|16079715,GeneID:937629"	2719956	2719956				
peg.2665	"yrdQ,Bsu2658,NP_390540.1,gi|16079716,GeneID:937628"	2721047	2721047	"transcriptional regulator, LysR family"			
peg.2666	"trkA,Bsu2659,NP_390541.1,gi|16079717,GeneID:937340"	2722036	2722036	potassium uptake			rxn05595
peg.2667	"czcD,Bsu2660,NP_390542.1,gi|16079718,GeneID:937630"	2723161	2723161	Cobalt-zinc-cadmium resistance protein CzcD	Cobalt-zinc-cadmium_resistance	Virulence	rxn05315|rxn05517
peg.2668	"yrdN,Bsu2661,NP_390543.1,gi|16079719,GeneID:937627"	2724383	2724383				
peg.2669	"gltR,Bsu2662,NP_390544.1,gi|16079720,GeneID:938189"	2725106	2725106	negative regulation of the glutamate synthase operon (gltAB)			
peg.2670	"yrdK,Bsu2663,NP_390545.1,gi|16079721,GeneID:938740"	2726154	2726154				
peg.2671	"brnQ,Bsu2664,NP_390546.1,gi|16079722,GeneID:936930"	2726429	2726429	Branched-chain amino acid transport system carrier protein			rxn05244|rxn05669|rxn05243
peg.2672	"azlD,Bsu2665,NP_390547.1,gi|16079723,GeneID:937624"	2727916	2727916	branched-chain amino acid transport			rxn05244|rxn05669|rxn05243
peg.2673	"azlC,Bsu2666,NP_390548.1,gi|16079724,GeneID:936606"	2728245	2728245	branched-chain amino acid transport			rxn05244|rxn05669|rxn05243
peg.2674	"azlB,Bsu2667,NP_390549.1,gi|16079725,GeneID:937625"	2729022	2729022	negative regulation of the azlBCD operon			
peg.2675	"yrdF,Bsu2668,NP_390550.1,gi|16079726,GeneID:936691"	2729829	2729829	Barstar-like protein ribonuclease (barnase) inhibitor			
peg.2676	"cypA,Bsu2669,NP_390551.1,gi|16079727,GeneID:937623"	2730376	2730376	putative cytochrome P450 hydroxylase			
peg.2677	"yrdD,Bsu2670,NP_390552.1,gi|16079728,GeneID:937978"	2732001	2732001				
peg.2678	"yrdC,Bsu2671,NP_390553.1,gi|16079729,GeneID:937618"	2732249	2732249	isochorismatase family protein			
peg.2679	"yrdB,Bsu2672,NP_390554.1,gi|16079730,GeneID:936140"	2733041	2733041				
peg.2680	"yrdA,Bsu2673,NP_390555.1,gi|16079731,GeneID:937620"	2734222	2734222	DinB family protein			
peg.2681	"aadK,Bsu2674,NP_390556.1,gi|16079732,GeneID:938061"	2734951	2734951	Aminoglycoside 6-adenylyltransferase (EC 2.7.7.-)			rxn00418
peg.2682	"yrpB,Bsu2675,NP_390557.1,gi|16079733,GeneID:936455"	2736184	2736184	Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9) homolog			rxn05323|rxn05448|rxn05441|rxn05328|rxn05445|rxn05446|rxn05435|rxn05326|rxn05437|rxn05324|rxn05464|rxn05322|rxn05439|rxn05443|rxn05434|rxn05442|rxn05436|rxn05447|rxn05438|rxn05327|rxn05450|rxn05440|rxn05444|rxn05433|rxn05325|rxn05449
peg.2683	"yrpC,Bsu2676,NP_390558.1,gi|16079734,GeneID:937619"	2737577	2737577	Glutamate racemase (EC 5.1.1.3)	"Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis|Poly-gamma-glutamate_biosynthesis"	Amino Acids and Derivatives	
peg.2684	"yrpD,Bsu2677,NP_390559.1,gi|16079735,GeneID:937397"	2738755	2738755				
peg.2685	"yrpE,Bsu2678,NP_390560.1,gi|16079736,GeneID:936254"	2740626	2740626	Candidate zinc-binding lipoprotein ZinT			
peg.2686	"sigZ,Bsu2679,NP_390561.1,gi|16079737,GeneID:937617"	2741513	2741513	RNA polymerase sigma factor SigZ	"Transcription_initiation,_bacterial_sigma_factors"	RNA Metabolism	
peg.2687	"yrpG,Bsu2680,NP_390562.1,gi|16079738,GeneID:937611"	2742208	2742208	putative oxidoreductase			
peg.2688	"yraO,Bsu2681,NP_390563.1,gi|16079739,GeneID:937610"	2743432	2743432	Citrate transporter			rxn05211
peg.2689	"yraN,Bsu2682,NP_390564.1,gi|16079740,GeneID:937614"	2744863	2744863	Regulatory protein CysB			
peg.2690	"yraM,Bsu2683,NP_390565.1,gi|16079741,GeneID:936343"	2745877	2745877	FldA protein			
peg.2691	"csn,Bsu2684,NP_390566.1,gi|16079742,GeneID:936802"	2747253	2747253	Chitosanase precursor (EC 3.2.1.132)			
peg.2692	"yraL,Bsu2685,NP_390567.1,gi|16079743,GeneID:937608"	2748529	2748529				
peg.2693	"yraK,Bsu2686,NP_390568.1,gi|16079744,GeneID:936746"	2748929	2748929	"abhydrolase, alpha/beta hydrolase fold"			
peg.2694	"yraJ,Bsu2687,NP_390569.1,gi|16079745,GeneID:937609"	2750151	2750151	Membrane proteins related to metalloendopeptidases			
peg.2695	"yraI,Bsu2688,NP_390570.1,gi|16079746,GeneID:936030"	2750560	2750560	Membrane proteins related to metalloendopeptidases			
peg.2696	"yraH,Bsu2689,NP_390571.1,gi|16079747,GeneID:937607"	2751435	2751435	Lactoylglutathione lyase and related lyases			rxn01834
peg.2697	"yraG,Bsu2690,NP_390572.1,gi|16079748,GeneID:936783"	2752070	2752070	Spore coat protein			
peg.2698	"yraF,Bsu2691,NP_390573.1,gi|16079749,GeneID:937606"	2752333	2752333	Spore coat protein F	Bsub-Spore-Coat	Cell Wall and Capsule	
peg.2699	"adhB,Bsu2692,NP_390574.1,gi|16079750,GeneID:937604"	2752720	2752720	alcohol dehydrogenase			
peg.2700	"yraE,Bsu2693,NP_390575.1,gi|16079751,GeneID:938108"	2753875	2753875	Spore coat protein F	Bsub-Spore-Coat	Cell Wall and Capsule	
peg.2701	"yraD,Bsu2694,NP_390576.1,gi|16079752,GeneID:935919"	2754088	2754088	Spore coat protein F	Bsub-Spore-Coat	Cell Wall and Capsule	
peg.2702	"yraC,Bsu2695,NP_390577.1,gi|16079753,GeneID:938131"	2754394	2754394				
peg.2703	"yraB,Bsu2696,NP_390578.1,gi|16079754,GeneID:937605"	2754649	2754649	"transcriptional regulator, MerR family"			
peg.2704	"adhA,Bsu2697,NP_390579.1,gi|16079755,GeneID:938739"	2755579	2755579	Alcohol dehydrogenase (EC 1.1.1.1)	Fermentations:_Lactate|Fermentations:_Mixed_acid|Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	Carbohydrates|Fatty Acids and Lipids	rxn00543|rxn00763
peg.2705	"yraA,Bsu2698,NP_390580.1,gi|16079756,GeneID:937603"	2756759	2756759	ThiJ/PfpI family protein			
peg.2706	"sacC,Bsu2699,NP_390581.1,gi|16079757,GeneID:938092"	2757311	2757311	Levanase (EC 3.2.1.65)	Sucrose_Metabolism	Carbohydrates	
peg.2707	"levG,Bsu2700,NP_390582.1,gi|16079758,GeneID:937595"	2759501	2759501	"PTS system, fructose-specific IID component (EC 2.7.1.69)"			rxn05560
peg.2708	"levF,Bsu2701,NP_390583.1,gi|16079759,GeneID:937602"	2760349	2760349	"PTS system, fructose-specific IIC component (EC 2.7.1.69)"	Fructose_utilization	Carbohydrates	rxn05560
peg.2709	"levE,Bsu2702,NP_390584.1,gi|16079760,GeneID:937078"	2761175	2761175	"PTS system, fructose-specific IIB component (EC 2.7.1.69)"	Fructose_utilization	Carbohydrates	rxn05560
peg.2710	"levD,Bsu2703,NP_390585.1,gi|16079761,GeneID:936536"	2761663	2761663	"PTS system, fructose-specific IIA component (EC 2.7.1.69)"	Fructose_utilization	Carbohydrates	rxn05560
peg.2711	"levR,Bsu2704,NP_390586.1,gi|16079762,GeneID:937594"	2762293	2762293	"NtrC family Transcriptional regulator, ATPase domain"			
peg.2712	"aapA,Bsu2705,NP_390587.1,gi|16079763,GeneID:937231"	2765826	2765826	D-serine/D-alanine/glycine transporter	Glycine_and_Serine_Utilization|Pyruvate_Alanine_Serine_Interconversions	Amino Acids and Derivatives|Carbohydrates	rxn05649|rxn05582|rxn05494
peg.2713	"yrhP,Bsu2706,NP_390588.1,gi|16079764,GeneID:937592"	2767312	2767312				
peg.2714	"yrhO,Bsu2707,NP_390589.1,gi|16079765,GeneID:937224"	2768097	2768097	Transcriptional regulator			
peg.2715	"sigV,Bsu2708,NP_390590.1,gi|16079766,GeneID:937591"	2769120	2769120	RNA polymerase sigma factor SigV	"Transcription_initiation,_bacterial_sigma_factors"	RNA Metabolism	
peg.2716	"yrhM,Bsu2709,NP_390591.1,gi|16079767,GeneID:937593"	2769620	2769620	anti-sigma factor homolog yrhM			
peg.2717	"yrhL,Bsu2710,NP_390592.1,gi|16079768,GeneID:936583"	2770588	2770588	Acyltransferase			
peg.2718	"yrhK,Bsu2711,NP_390593.1,gi|16079769,GeneID:937587"	2772626	2772626				
peg.2719	"yrhJ,Bsu2712,NP_390594.1,gi|16079770,GeneID:937585"	2773160	2773160	NADPH-cytochrome P450 reductase			
peg.2720	"yrhI,Bsu2713,NP_390595.1,gi|16079771,GeneID:938491"	2776340	2776340	"transcriptional regulator, TetR family"			
peg.2721	"yrhH,Bsu2714,NP_390596.1,gi|16079772,GeneID:938507"	2777147	2777147	YRHH			
peg.2722	"yrzI,Bsu2715,NP_390597.1,gi|16079773,GeneID:937584"	2778193	2778193				
peg.2723	"yrhG,Bsu2716,NP_390598.1,gi|16079774,GeneID:937992"	2778732	2778732	Formate efflux transporter (TC 2.A.44 family)	Fermentations:_Mixed_acid	Carbohydrates	rxn05559
peg.2724	"yrhF,Bsu2717,NP_390599.1,gi|16079775,GeneID:936371"	2779795	2779795				
peg.2725	"yrhE,Bsu2718,NP_390600.1,gi|16079776,GeneID:937569"	2780479	2780479	Formate dehydrogenase related protein			
peg.2726	"yrhD,Bsu2719,NP_390601.1,gi|16079777,GeneID:937583"	2783440	2783440				
peg.2727	"yrhC,Bsu2720,NP_390602.1,gi|16079778,GeneID:936495"	2783958	2783958				
peg.2728	"yrhB,Bsu2721,NP_390603.1,gi|16079779,GeneID:936947"	2784271	2784271	Cystathionine gamma-lyase (EC 4.4.1.1)	Cysteine_Biosynthesis|Glycine_and_Serine_Utilization|Methionine_Biosynthesis|Methionine_Degradation	Amino Acids and Derivatives	rxn00742
peg.2729	"yrhA,Bsu2722,NP_390604.1,gi|16079780,GeneID:937576"	2785412	2785412	Cystathionine beta-synthase (EC 4.2.1.22)	Cysteine_Biosynthesis|Glycine_and_Serine_Utilization|Methionine_Biosynthesis|Methionine_Degradation	Amino Acids and Derivatives	rxn00953
peg.2730	"yrrU,Bsu2723,NP_390605.1,gi|16079781,GeneID:938153"	2786400	2786400	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)|S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	Menaquinone_Biosynthesis_via_Futalosine|Methionine_Salvage|Polyamine_Metabolism|Methionine_Biosynthesis|Methionine_Degradation	"Cofactors, Vitamins, Prosthetic Groups, Pigments|Amino Acids and Derivatives"	rxn00143|rxn01021
peg.2731	"yrrT,Bsu2724,NP_390606.1,gi|16079782,GeneID:937566"	2787116	2787116	SAM-dependent methlytransferase YrrT	Methionine_Biosynthesis	Amino Acids and Derivatives	
peg.2732	"yrzA,Bsu2725,NP_390607.1,gi|16079783,GeneID:937564"	2787950	2787950				
peg.2733	"yrrS,Bsu2726,NP_390608.1,gi|16079784,GeneID:936614"	2788190	2788190				
peg.2734	"yrrR,Bsu2727,NP_390609.1,gi|16079785,GeneID:936016"	2788956	2788956	low affinity penicillin binding protein			
peg.2735	"greA,Bsu2728,NP_390610.1,gi|16079786,GeneID:937565"	2790764	2790764	Transcription elongation factor GreA	Transcription_factors_bacterial	RNA Metabolism	
peg.2736	"udk,Bsu2729,NP_390611.1,gi|16079787,GeneID:937560"	2791488	2791488	Uridine kinase (EC 2.7.1.48) [C1]	pyrimidine_conversions	Nucleosides and Nucleotides	rxn01674|rxn00369|rxn01370|rxn01706|rxn00715|rxn00712|rxn01128|rxn01679|rxn01129|rxn01516|rxn00709|rxn00368|rxn00365|rxn01705|rxn01515|rxn00713|rxn00707|rxn01510
peg.2737	"yrrO,Bsu2730,NP_390612.1,gi|16079788,GeneID:937561"	2792130	2792130	"peptidase, U32 family large subunit [C1]"			
peg.2738	"yrrN,Bsu2731,NP_390613.1,gi|16079789,GeneID:937559"	2793417	2793417	"peptidase, U32 family small subunit [C1]"			
peg.2739	"yrrM,Bsu2732,NP_390614.1,gi|16079790,GeneID:937719"	2794352	2794352	O-methyltransferase family protein [C1]			
peg.2740	"yrrL,Bsu2733,NP_390615.1,gi|16079791,GeneID:936260"	2795157	2795157	COG1559 protein YceG like	tRNA_modification_Bacteria	RNA Metabolism	
peg.2741	"yrzB,Bsu2734,NP_390616.1,gi|16079792,GeneID:938000"	2796370	2796370	Ortholog of S. aureus MRSA252 (BX571856) SAR1694			
peg.2742	"yrrK,Bsu2735,NP_390617.1,gi|16079793,GeneID:937357"	2796669	2796669	Putative Holliday junction resolvase (EC 3.1.-.-)			
peg.4113		2797093	2797093				
peg.2743	"alaS,Bsu2736,NP_390618.1,gi|16079794,GeneID:939643"	2797444	2797444	Alanyl-tRNA synthetase (EC 6.1.1.7)	tRNA_aminoacylation	Protein Metabolism	rxn05296
peg.2744	"yrrI,Bsu2737,NP_390619.1,gi|16079795,GeneID:937557"	2800411	2800411	UPF0118 membrane protein YrrI			
peg.2745	"glnQ,Bsu2738,NP_390620.1,gi|16079796,GeneID:937558"	2801628	2801628	Glutamine transport ATP-binding protein glnQ (TC 3.A.1.3.2)	ABC_transporter_glutamine_(TC_3.A.1.3.2)	Membrane Transport	rxn05155
peg.2746	"glnH,Bsu2739,NP_390621.1,gi|16079797,GeneID:938139"	2802378	2802378	"Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)"	ABC_transporter_glutamine_(TC_3.A.1.3.2)	Membrane Transport	rxn05155
peg.2747	"glnM,Bsu2740,NP_390622.1,gi|16079798,GeneID:935975"	2803260	2803260	Glutamine transport system permease protein glnP (TC 3.A.1.3.2)	ABC_transporter_glutamine_(TC_3.A.1.3.2)	Membrane Transport	rxn05155
peg.2748	"glnP,Bsu2741,NP_390623.1,gi|16079799,GeneID:937556"	2803927	2803927	Glutamine transport system permease protein glnP (TC 3.A.1.3.2)	ABC_transporter_glutamine_(TC_3.A.1.3.2)	Membrane Transport	rxn05155
peg.2749	"yrrD,Bsu2742,NP_390624.1,gi|16079800,GeneID:937552"	2804974	2804974				
peg.2750	"yrrC,Bsu2743,NP_390625.1,gi|16079801,GeneID:937553"	2805556	2805556	Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)	DNA-replication	DNA Metabolism	
peg.2751	"yrrB,Bsu2744,NP_390626.1,gi|16079802,GeneID:938093"	2807977	2807977	Tetratricopeptide repeat (TPR) family protein			
peg.2752	"yrrA,Bsu2745,NP_390627.1,gi|16079803,GeneID:938049"	2808683	2808683	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	mnm5U34_biosynthesis_bacteria|tRNA_modification_Bacteria|tRNA_modification_yeast_mitochondrial	RNA Metabolism	rxn05295
peg.2753	"yrvP,Bsu2746,NP_390628.1,gi|16079804,GeneID:937548"	2809738	2809738				
peg.2754	"yrvO,Bsu2747,NP_390629.1,gi|16079805,GeneID:937550"	2809925	2809925	Cysteine desulfurase (EC 2.8.1.7)	Alanine_biosynthesis|Fe-S_cluster_assembly|YgfZ|mnm5U34_biosynthesis_bacteria|tRNA_modification_Archaea|tRNA_modification_Bacteria|tRNA_modification_yeast_cytoplasmic	"Amino Acids and Derivatives|Cofactors, Vitamins, Prosthetic Groups, Pigments|RNA Metabolism"	
peg.2755	"yrzC,Bsu2748,NP_390630.1,gi|16079806,GeneID:936456"	2811067	2811067	Iron-sulfur cluster regulator IscR	Fe-S_cluster_assembly|Rrf2_family_transcriptional_regulators	"Cofactors, Vitamins, Prosthetic Groups, Pigments|RNA Metabolism"	
peg.2756	"yrvN,Bsu2749,NP_390631.1,gi|16079807,GeneID:937545"	2811602	2811602	ATPase related to helicase subunit of the Holliday junction resolvase			
peg.2757	"yrvM,Bsu2750,NP_390632.1,gi|16079808,GeneID:938590"	2812909	2812909	Putative activating enzyme (E1) of a ubiquitin-like protein			
peg.2758	"aspS,Bsu2751,NP_390633.1,gi|16079809,GeneID:937549"	2814008	2814008	Aspartyl-tRNA synthetase (EC 6.1.1.12)	Asp-tRNA(Asn)_transamidation|tRNA_aminoacylation	Protein Metabolism	rxn05296
peg.2759	"hisS,Bsu2752,NP_390634.1,gi|16079810,GeneID:938617"	2815800	2815800	Histidyl-tRNA synthetase (EC 6.1.1.21)	Histidine_Biosynthesis|tRNA_aminoacylation	Amino Acids and Derivatives|Protein Metabolism	rxn05296
peg.2760	"yrzK,Bsu2753,NP_390635.1,gi|16079811,GeneID:936478"	2817456	2817456				
peg.2761	"yrvJ,Bsu2754,NP_390636.1,gi|16079812,GeneID:937544"	2817759	2817759	N-acetylmuramoyl-L-alanine amidase	"Bacterial_Endolysins:_autolysins,_phage,_and_phage-like_lysins"	Virulence	rxn02875
peg.2762	"yrvI,Bsu2755,NP_390637.1,gi|16079813,GeneID:936530"	2819342	2819342	D-tyrosyl-tRNA(Tyr) deacylase (EC 3.1.-.-)	D-tyrosyl-tRNA(Tyr)_deacylase	Stress Response	
peg.2763	"relA,Bsu2756,NP_390638.1,gi|16079814,GeneID:936753"	2819794	2819794	"GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I"			rxn00303
peg.2764	"apt,Bsu2757,NP_390639.1,gi|16079815,GeneID:938063"	2822166	2822166	Adenine phosphoribosyltransferase (EC 2.4.2.7)	Purine_conversions	Nucleosides and Nucleotides	rxn00139
peg.2765	"yrvE,Bsu2758,NP_390640.1,gi|16079816,GeneID:937538"	2822684	2822684	Single-stranded-DNA-specific exonuclease recJ (EC 3.1.-.-)	"DNA-replication|DNA_Repair_Base_Excision|DNA_repair,_bacterial_RecFOR_pathway"	DNA Metabolism	
