SUBSYSTEM ID	GENE ID	FUNCTIONAL ROLES	CLASS 1	CLASS 2	REACTIONS	
Murein_hydrolase_regulation_and_cell_death	peg.2533|peg.2893|peg.2894|peg.2895|peg.2896|peg.3369|peg.3607|peg.3608|peg.3836|peg.3837|peg.3838|peg.4008	"Cytidine deaminase (EC 3.5.4.5)|LrgA-associated membrane protein LrgB|Antiholin-like protein LrgA|Autolysis response regulater LytR|Autolysis histidine kinase LytS|Preprotein translocase subunit SecG (TC 3.A.5.1.1)|Alpha-acetolactate decarboxylase (EC 4.1.1.5)|Acetolactate synthase, catabolic (EC 2.2.1.6)|LysR family regulatory protein CidR|Holin-like protein CidA|CidA-associated membrane protein CidB|Holin associated membrane protein 2|Holin-like protein 2"	Cell Division and Cell Cycle	Cell cycle in Prokaryota	rxn00011|rxn01800|rxn02113|rxn02185	
Protein_chaperones	peg.2549|peg.2550|peg.2551|peg.3987	Chaperone protein DnaJ|Chaperone protein DnaK|Heat shock protein GrpE|Chaperone protein HtpG	Protein Metabolism	Protein folding		
Listeria_phi-A118-like_prophages	peg.2630|peg.2636	Recombinational DNA repair protein RecT (prophage associated)|Repressor (cro-like) [Bacteriophage A118]	Virulence	"Prophage, Transposon"		
ABC_transporter_glutamine_(TC_3.A.1.3.2)	peg.2745|peg.2746|peg.2747|peg.2748	"Glutamine transport ATP-binding protein glnQ (TC 3.A.1.3.2)|Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)|Glutamine transport system permease protein glnP (TC 3.A.1.3.2)"	Membrane Transport	ABC transporters	rxn05155	
D-tyrosyl-tRNA(Tyr)_deacylase	peg.2762	D-tyrosyl-tRNA(Tyr) deacylase (EC 3.1.-.-)	Stress Response	Detoxification		
Quinolinic_acid_and_its_derivatives	peg.2788	Quinolinate synthetase (EC 4.1.99.-)	Secondary Metabolism	Biologically active compounds in metazoan cell defence and differentiation	rxn02988	
Succinate_dehydrogenase	peg.2846|peg.2847|peg.2848	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)|Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)|Succinate dehydrogenase cytochrome b558 subunit	Respiration	Electron donating reactions	rxn00288	
"DNA_repair,_UvrABC_system"	peg.2852|peg.3522|peg.3523	Excinuclease ABC subunit C|Excinuclease ABC subunit A|Excinuclease ABC subunit B	DNA Metabolism	DNA repair		
L-Arabinose_utilization	peg.2854|peg.2875|peg.2876|peg.2877|peg.2878|peg.2879|peg.2880|peg.2881|peg.2882|peg.2883|peg.2884|peg.3402|peg.3403	"Alpha-N-arabinofuranosidase 2 (EC 3.2.1.55)|Alpha-N-arabinofuranosidase (EC 3.2.1.55)|alpha-arabinosides ABC transport system, permease protein araQ|alpha-arabinosides ABC transport system, permease protein araP|alpha-arabinosides ABC transport system, substrate-binding protein araN|Arabinose operon protein araM|Arabinose operon protein araL|L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)|Ribulokinase (EC 2.7.1.16)|L-arabinose isomerase (EC 5.3.1.4)|Arabinan endo-1,5-alpha-L-arabinosidase (EC 3.2.1.99)|Arabinose-proton symporter|Transcriptional repressor of the arabinose operon"	Carbohydrates	Monosaccharides	rxn05173|rxn05566|rxn01763|rxn09988|rxn05500|rxn01292|rxn01114|rxn04082|rxn05671	
L-ascorbate_utilization_(and_related_gene_clusters)	peg.2881	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	Carbohydrates	Monosaccharides	rxn04082	
N-Acetyl-Galactosamine_and_Galactosamine_Utilization	peg.2922	6-phosphofructokinase (EC 2.7.1.11)	Carbohydrates	Aminosugars	rxn01343|rxn02314|rxn00545	
Acetyl-CoA_pathway_of_CO2_fixation	peg.2950|peg.3772	Acetate kinase (EC 2.7.2.1)|Phosphate acetyltransferase (EC 2.3.1.8)	Carbohydrates	CO2 fixation	rxn00225|rxn00985|rxn00173|rxn00670	
Ethanolamine_utilization	peg.2950|peg.3772|peg.3950	Acetate kinase (EC 2.7.2.1)|Phosphate acetyltransferase (EC 2.3.1.8)|Ethanolamine permease	Carbohydrates	Sugar alcohols	rxn00225|rxn00985|rxn00173|rxn05551|rxn00670	
Threonine_anaerobic_catabolism_gene_cluster	peg.2950|peg.3772	Acetate kinase (EC 2.7.2.1)|Phosphate acetyltransferase (EC 2.3.1.8)	Amino Acids and Derivatives	"Lysine, threonine, methionine, and cysteine"	rxn00225|rxn00985|rxn00173|rxn00670	
Sphingolipid_biosynthesis	peg.3025	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	Fatty Acids and Lipids	Phospholipids	rxn02297	
Bacitracin_Stress_Response	peg.3040|peg.3041|peg.3042|peg.3043|peg.3314|peg.3315|peg.3316|peg.3317|peg.3318|peg.3319|peg.3475|peg.3476|peg.3477|peg.3478|peg.3968|peg.3969|peg.3970|peg.3971	"Bacitracin export permease protein BceB|Bacitracin export ATP-binding protein BceA|Two-component sensor histidine kinase BceS|Two-component response regulator BceR|Response regulator LiaR|Sensor histidine kinase LiaS|Transporter LiaF|Conserved protein LiaG in B. subtilis in Lia cluster|Protein LiaH, similar to phage shock protein A|Protein LiaI|ABC transporter permease protein YvcS|ABC transporter ATP-binding protein YvcR|Two-component sensor kinase YvcQ|Two-component response regulator YvcP"	Stress Response	Resistance to antibiotics and toxic compounds		
Triacylglycerol_metabolism	peg.3054	Lysophospholipase (EC 3.1.1.5)|Monoglyceride lipase (EC 3.1.1.23)	Fatty Acids and Lipids	Triacylglycerols		
Cannabinoid_biosynthesis	peg.3054	Monoglyceride lipase (EC 3.1.1.23)	Secondary Metabolism	Lipid-derived mediators		
Quorum_Sensing:_Autoinducer-2_Synthesis	peg.3058	S-adenosylmethionine synthetase (EC 2.5.1.6)	Regulation and Cell signaling	Quorum sensing and biofilm formation	rxn00126	
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	peg.3070	S-ribosylhomocysteine lyase (EC 4.4.1.21)	Carbohydrates	Quorum sensing and biofilm formation	rxn05958	
Cytochrome_c_oxidases_d@O_copy	peg.3074|peg.3819|peg.3820|peg.3821|peg.3822|peg.3878|peg.3879|peg.3880|peg.3881	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)|AA3-600 quinol oxidase subunit IV|AA3-600 quinol oxidase subunit IIII|AA3-600 quinol oxidase subunit I|AA3-600 quinol oxidase subunit II|Transport ATP-binding protein CydD|Transport ATP-binding protein CydC|Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Respiration	Electron accepting reactions	rxn10046|rxn10045	
Terminal_cytochrome_d_ubiquinol_oxidases	peg.3074|peg.3878|peg.3879|peg.3880|peg.3881	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)|Transport ATP-binding protein CydD|Transport ATP-binding protein CydC|Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Respiration	Electron accepting reactions	rxn10045	
Terminal_cytochrome_oxidases	peg.3074|peg.3819|peg.3820|peg.3821|peg.3822|peg.3878|peg.3879|peg.3880|peg.3881	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)|AA3-600 quinol oxidase subunit IV|AA3-600 quinol oxidase subunit IIII|AA3-600 quinol oxidase subunit I|AA3-600 quinol oxidase subunit II|Transport ATP-binding protein CydD|Transport ATP-binding protein CydC|Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Respiration	Electron accepting reactions	rxn10046|rxn10045	
Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	peg.3089|peg.3564|peg.3630	UDP-glucose dehydrogenase (EC 1.1.1.22)	Cell Wall and Capsule	Gram-Negative cell wall components	rxn00211	
Teichuronic_acid_biosynthesis	peg.3089|peg.3559|peg.3560|peg.3561|peg.3562|peg.3563|peg.3564|peg.3565|peg.3566|peg.3630	"UDP-glucose dehydrogenase (EC 1.1.1.22)|Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)|Putative teichuronic acid biosynthesis glycosyl transferase TuaH|Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase|Teichuronic acid biosynthesis protein TuaF|Teichuronic acid biosynthesis protein TuaE, putative secreted polysaccharide polymerase|Putative teichuronic acid biosynthesis glycosyl transferase TuaC|Teichuronic acid biosynthesis protein TuaB"	Cell Wall and Capsule	Gram-Positive cell wall components	rxn10307|rxn10308|rxn00211|rxn10311|rxn10312|rxn10310|rxn10314|rxn10315|rxn10309|rxn08040|rxn10313|rxn09996	
LOS_core_oligosaccharide_biosynthesis	peg.3091|peg.3094	"Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)"	Cell Wall and Capsule	Gram-Negative cell wall components		
Glycogen_metabolism	peg.3097|peg.3098|peg.3099|peg.3100|peg.3101	"Glycogen phosphorylase (EC 2.4.1.1)|Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)|Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family|Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)|1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)"	Carbohydrates	Central carbohydrate metabolism	rxn09399|rxn00695|rxn05740|rxn08615	
Trehalose_Biosynthesis	peg.3101	"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)"	Carbohydrates	Di- and oligosaccharides	rxn09399	
Sodium_Hydrogen_Antiporter	peg.3163|peg.3164|peg.3165|peg.3166|peg.3167|peg.3168|peg.3169	Na(+) H(+) antiporter subunit A (TC 2.A.63.1.2)|Na(+) H(+) antiporter subunit B (TC 2.A.63.1.2)|Na(+) H(+) antiporter subunit C (TC 2.A.63.1.2)|Na(+) H(+) antiporter subunit D (TC 2.A.63.1.2)|Na(+) H(+) antiporter subunit E (TC 2.A.63.1.2)|Na(+) H(+) antiporter subunit F (TC 2.A.63.1.2)|Na(+) H(+) antiporter subunit G (TC 2.A.63.1.2)	Membrane Transport	Uni- Sym- and Antiporters	rxn05209	
Staphylococcal_phi-Mu50B-like_prophages	peg.3272|peg.3584	Iron-sulfur cluster assembly protein SufB|Putative major teichoic acid biosynthesis protein C	Virulence	"Prophage, Transposon"		
ABC_transporter_molybdenum_(TC_3.A.1.8.1)	peg.3344|peg.3345	"Molybdenum ABC transporter, periplasmic molybdenum-binding protein modA (TC 3.A.1.8.1)|Molybdenum transport system permease protein modB (TC 3.A.1.8.1)"	Membrane Transport	ABC transporters	rxn05619	
ABC_transporter_tungstate_(TC_3.A.1.6.2)	peg.3344|peg.3345	"Molybdenum ABC transporter, periplasmic molybdenum-binding protein modA (TC 3.A.1.8.1)|Molybdenum transport system permease protein modB (TC 3.A.1.8.1)"	Membrane Transport	ABC transporters	rxn05619	
Trans-translation_by_stalled_ribosomes	peg.3366	tmRNA-binding protein SmpB	Protein Metabolism	Protein biosynthesis		
Alpha-Amylase_locus_in_Streptocococcus	peg.3422|peg.3467	"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE"	Carbohydrates	Di- and oligosaccharides		
Rhamnose_containing_glycans	peg.3437|peg.3577|peg.3578|peg.3581|peg.3788|peg.3789|peg.3891	"capsular polysaccharide biosynthesis protein|Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)|Teichoic acid translocation permease protein TagG|Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)|dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)|Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)|UDP-glucose 4-epimerase (EC 5.1.3.2)"	Cell Wall and Capsule	Capsular and extracellular polysacchrides	rxn10195|rxn01675|rxn00621|rxn10194|rxn00214|rxn00295|rxn10196|rxn01997	
Vibrio_Core_Oligosaccharide_Biosynthesis	peg.3437|peg.3885	capsular polysaccharide biosynthesis protein|Polysaccharide deacetylase	Cell Wall and Capsule	Gram-Negative cell wall components		
Programmed_frameshift	peg.3535|peg.4116	Peptide chain release factor 2|programmed frameshift-containing|Peptide chain release factor 2 unshifted fragment	Protein Metabolism	Protein biosynthesis		
Ribosome_activity_modulation	peg.3537	Ribosomal subunit interface protein	Protein Metabolism	Protein biosynthesis		
CMP-N-acetylneuraminate_Biosynthesis	peg.3572|peg.3790|peg.3792	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)|N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)|N-acetylneuraminate synthase (EC 2.5.1.56)	Cell Wall and Capsule	Capsular and extracellular polysacchrides	rxn00292|rxn00297|rxn01316|rxn00827	
D-ribose_utilization	peg.3598|peg.3599|peg.3600|peg.3601|peg.3602|peg.3603|peg.3699	"Ribose operon repressor|Ribokinase (EC 2.7.1.15)|Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1)|Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)|Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)|Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)|Ribose 5-phosphate isomerase B (EC 5.3.1.6)"	Carbohydrates	Monosaccharides	rxn05549|rxn05644|rxn00777|rxn00772|rxn05160|rxn01987	
Alpha-acetolactate_operon	peg.3607|peg.3608	"Alpha-acetolactate decarboxylase (EC 4.1.1.5)|Acetolactate synthase, catabolic (EC 2.2.1.6)"	Carbohydrates	Organic acids	rxn00011|rxn02113|rxn02185	
Exopolysaccharide_Biosynthesis	peg.3631|peg.3632|peg.3633	Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)|Tyrosine-protein kinase EpsD (EC 2.7.10.2)|Tyrosine-protein kinase transmembrane modulator EpsC	Cell Wall and Capsule	Capsular and extracellular polysacchrides		
Extracellular_Polysaccharide_Biosynthesis_of_Streptococci	peg.3632|peg.3633	Tyrosine-protein kinase EpsD (EC 2.7.10.2)|Tyrosine-protein kinase transmembrane modulator EpsC	Cell Wall and Capsule	Capsular and extracellular polysacchrides		
Transport_of_Nickel_and_Cobalt	peg.3671	Urease alpha subunit (EC 3.5.1.5)	Membrane Transport	ABC transporters	rxn00101	
Urea_decomposition	peg.3671|peg.3672|peg.3673	Urease alpha subunit (EC 3.5.1.5)|Urease beta subunit (EC 3.5.1.5)|Urease gamma subunit (EC 3.5.1.5)	Amino Acids and Derivatives	Arginine	" urea cycle, polyamines"	rxn00101
F0F1-type_ATP_synthase	peg.3687|peg.3688|peg.3689|peg.3690|peg.3691|peg.3692|peg.3693|peg.3694|peg.3695	ATP synthase epsilon chain (EC 3.6.3.14)|ATP synthase beta chain (EC 3.6.3.14)|ATP synthase gamma chain (EC 3.6.3.14)|ATP synthase alpha chain (EC 3.6.3.14)|ATP synthase delta chain (EC 3.6.3.14)|ATP synthase B chain (EC 3.6.3.14)|ATP synthase C chain (EC 3.6.3.14)|ATP synthase A chain (EC 3.6.3.14)|ATP synthase protein I	Respiration	ATP synthases	rxn10042	
Propanediol_utilization	peg.3772	Phosphate acetyltransferase (EC 2.3.1.8)	Carbohydrates	Organic acids	rxn00173|rxn00670	
Bacilysin_biosynthesis	peg.3776|peg.3777|peg.3778|peg.3779|peg.3780	Bacilysin exporter protein BacE|Alanine-anticapsin ligase BacD|Bacilysin biosynthesis oxidoreductase BacC|Bacilysin biosynthesis protein BacB|Bacilysin biosynthesis protein BacA	Amino Acids and Derivatives	Aromatic amino acids and derivatives		
linker_unit-arabinogalactan_synthesis	peg.3788|peg.3789|peg.3891	"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)|Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)|UDP-glucose 4-epimerase (EC 5.1.3.2)"	Cell Wall and Capsule	Cell wall of Mycobacteria	rxn01675|rxn00214|rxn00295|rxn01997	
Terminal_AA3-600_quinol_oxidase	peg.3819|peg.3820|peg.3821|peg.3822	AA3-600 quinol oxidase subunit IV|AA3-600 quinol oxidase subunit IIII|AA3-600 quinol oxidase subunit I|AA3-600 quinol oxidase subunit II	Respiration	Electron accepting reactions	rxn10046	
D-Alanyl_Lipoteichoic_Acid_Biosynthesis	peg.3855|peg.3856|peg.3857|peg.3858	D-alanine--poly(phosphoribitol) ligase subunit 1 (EC 6.1.1.13)|D-alanyl transfer protein DltB|D-alanine--poly(phosphoribitol) ligase subunit 2 (EC 6.1.1.13)|Poly(glycerophosphate chain) D-alanine transfer protein DltD	Cell Wall and Capsule	Gram-Positive cell wall components	rxn10191	
Histidine_Degradation	peg.3939|peg.3940|peg.3941|peg.3942|peg.3943|peg.3944	Hut operon positive regulatory protein|Histidine ammonia-lyase (EC 4.3.1.3)|Urocanate hydratase (EC 4.2.1.49)|Imidazolonepropionase (EC 3.5.2.7)|Formiminoglutamase (EC 3.5.3.8)|Histidine transport protein (permease)	Amino Acids and Derivatives	Histidine Metabolism	rxn01639|rxn01642|rxn02085|rxn05299|rxn00867	
Streptothricin_resistance	peg.4080	"Streptothricin acetyltransferase, Streptomyces lavendulae type"	Virulence	Resistance to antibiotics and toxic compounds		
Plasmid_replication	peg.4102|peg.4103	Chromosome (plasmid) partitioning protein ParB|Chromosome (plasmid) partitioning protein ParA	DNA Metabolism	DNA replication		
